id,mention,cui,start_index,end_index,sentence
181,aripiprazol,C0299792,68,79,Dit blijkt onder andere uit het werkingsmechanisme van clozapine en aripiprazol.
182,synaptische,C0039062,61,72,Schizofrenie wordt ook wel beschouwd als een stoornis van de synaptische verbindingen.
183,expressed emotion,C0302826,60,77,"Een steungevende, emotioneel niet belastende omgeving (lage expressed emotion), die veiligheid en voorspelbaarheid biedt, samen met structuur, zijn behulpzaam."
184,clozapine,C0009079,65,74,Bij mensen die niet goed reageren op andere geneesmiddelen werkt clozapine vaak wel.
185,metabool syndroom,C0524620,89,106,"Gebruik van de atypische variant leidt vaker tot een flinke gewichtstoename, diabetes en metabool syndroom."
186,volksgezondheid,C0034019,49,64,"Een andere aanpak is beleid op het gebied van de volksgezondheid: er zou iets gedaan kunnen worden aan bepaalde sociaal-economische factoren die in verband zijn gebracht met het vaker voorkomen van schizofrenie in bepaalde groepen, bijvoorbeeld in samenhang met immigratie, etnische afkomst of armoede."
187,hersenen,C0006104,66,74,"De meeste anatomen specialiseren zich op bepaalde delen, zoals de hersenen of de ingewanden."
188,ingewanden,C0021853,81,91,"De meeste anatomen specialiseren zich op bepaalde delen, zoals de hersenen of de ingewanden."
189,homeostase,C0019868,41,51,"Wanneer een cel niet in staat is om deze homeostase te handhaven, kan de cel overgaan tot geprogrammeerde celdood."
190,geprogrammeerde celdood,C0162638,90,113,"Wanneer een cel niet in staat is om deze homeostase te handhaven, kan de cel overgaan tot geprogrammeerde celdood."
191,membraanpotentiaal,C0025251,99,117,Verder kan op dezelfde manier in een cel bekeken worden wat het effect van de transmitter is op de membraanpotentiaal.
192,pathologie,C0030664,44,54,Histologie speelt een belangrijke rol in de pathologie.
193,histologische kleuring,C0487602,24,46,Ze ondergaan daarom een histologische kleuring.
194,zenuw,C0027740,4,9,Een zenuw bestaat uit bundels axonen.
195,intraveneus,C0021494,46,57,Flemings vernieuwing was dat hij het medicijn intraveneus toediende aan patiënten – naar wat bleek de meest effectieve manier van toedienen.
196,Eerste Wereldoorlog,C1449759,13,32,Gedurende de Eerste Wereldoorlog onderbrak Fleming zijn onderzoek aan St. Mary's tijdelijk en diende als kapitein bij de Royal Army geneeskundige troepen.
197,filtraat,C0016107,19,27,"Fleming maakte een filtraat van de schimmel en constateerde dat die vele soorten bacteriën kon doden, terwijl de proefdieren er geen merkbaar nadelige gevolgen van ondervonden."
198,tuberculose,C0041296,27,38,Louise leed vanaf 1893 aan tuberculose en overleed uiteindelijk in 1906.
199,Eerste Wereldoorlog,C1449759,22,41,"Doyle probeerde in de Eerste Wereldoorlog opnieuw als vrijwilliger in het leger te worden opgenomen, maar zijn leeftijd (55 jaar) maakte hem ongeschikt voor actieve dienst."
200,spraakafzien,C0023844,37,49,Door een combinatie van schrijven en spraakafzien kreeg hij het voor elkaar om meerdere van zijn geloofsgenoten binnen de benedictijner orde te leren spreken en schrijven.
201,taalachterstand,C0454641,165,180,Hetzelfde zien we bij doven die een gesproken taal gebruiken; bij sommige doven zijn afwijkingen tot het taalgebruik van horenden echter ook vaak het gevolg van een taalachterstand doordat het onderwijs in de gesproken taal erg moeilijk is.
202,spraak,C0392359,109,115,"Terwijl baby's wel de behoefte hebben om hun behoeftes te uiten, ontberen zij nog de mogelijkheid om dit via spraak te doen, omdat de spraakproductie zich nog ontwikkelt in de eerste levensmaanden en -jaren."
203,gehoor,C0018767,37,43,Het is het uitwendige orgaan van het gehoor en wordt vaak als synoniem gebruikt voor oorschelp.
204,oorschelp,C0928075,85,94,Het is het uitwendige orgaan van het gehoor en wordt vaak als synoniem gebruikt voor oorschelp.
205,gehoorbeentje,C0013450,25,38,Het trommelvlies laat de gehoorbeentjes trillen en die brengen de vloeistof in het slakkenhuis in beweging.
206,helix,C0229304,40,45,"De oorschelp bestaat uit de buitenrand, helix met oorlel, lobulus auriculae, en de binnenrand, anthelix, die naar de uitwendige gehoorgang, meatus acusticus externus, leidt."
207,oorlel,C0229315,50,56,"De oorschelp bestaat uit de buitenrand, helix met oorlel, lobulus auriculae, en de binnenrand, anthelix, die naar de uitwendige gehoorgang, meatus acusticus externus, leidt."
208,gehoorbeentje,C0013450,51,64,"In de trommelholte bevindt zich een keten van drie gehoorbeentjes: hamer, aambeeld en stijgbeugel."
209,basilaire membraan,C0004816,26,44,"In het slakkenhuis zit de basilaire membraan, waarop ongeveer 20.000 haarcellen zitten."
210,gehoorstoornissen,C0018777,87,104,"Ze kunnen daardoor onherstelbaar worden beschadigd door hoge geluidsdoses, wat diverse gehoorstoornissen tot gevolg kan hebben."
211,gehoorzenuw,C0009201,54,65,"Deze haartjes zijn op hun beurt weer verbonden met de gehoorzenuw, die het signaal verder voert naar het gehoorcentrum in de hersenen."
212,hersenen,C0006104,125,133,"Deze haartjes zijn op hun beurt weer verbonden met de gehoorzenuw, die het signaal verder voert naar het gehoorcentrum in de hersenen."
213,auditieve cortex,C0004302,58,74,Dit vindt plaats in het gehoorcentrum van de hersenen: de auditieve cortex.
214,hersenzenuw,C0010268,158,169,"Hoewel het functioneel verschillende systemen zijn, zijn beide sterk verbonden en maken ze gebruik van dezelfde vloeistoffen, geven hun signalen via dezelfde hersenzenuw, de achtste, naar de hersenen door, en mogelijk zijn ze ook evolutionair voortgekomen uit een orgaan dat bewegingen registreert."
215,middenoorontsteking,C0029882,4,23,Een middenoorontsteking of otitis media is een ontsteking in het middenoor.
216,ontsteking,C0021368,47,57,Een middenoorontsteking of otitis media is een ontsteking in het middenoor.
217,kraakbeen,C0007301,81,90,"Dit is een zeer zeldzame ziekte, ongeveer 55 patiënten in Nederland, waarbij het kraakbeen op verschillende plekken in het lichaam, dus ook het oor, een ontstekingsreactie aangaat."
218,ziekte,C0012634,44,50,Gehoorschade kan ook ontstaan door bepaalde ziekten.
219,tinnitus,C0040264,95,103,"Bij gehoorschade wordt meestal gedacht aan minder of slechter horen, maar ook de bekende piep (tinnitus) in de oren als gevolg van het luisteren naar luide muziek is een teken van gehoorschade."
220,oorsuizen of -fluiten,C0040264,33,54,"Ook kan door hoge geluidsniveaus oorsuizen of -fluiten (tinnitus) ontstaan, de zogenaamde piepstress, die zeer hinderlijk is en niet zelden leidt tot psychische klachten."
221,duizeligheid,C0012833,73,85,"Door langdurige blootstelling aan deze zware hoortoestellen kunnen doven duizeligheid, hoofdpijn, misselijkheid of oorsuizingen krijgen."
222,hoofdpijn,C0018681,87,96,"Door langdurige blootstelling aan deze zware hoortoestellen kunnen doven duizeligheid, hoofdpijn, misselijkheid of oorsuizingen krijgen."
223,misselijkheid,C0027497,98,111,"Door langdurige blootstelling aan deze zware hoortoestellen kunnen doven duizeligheid, hoofdpijn, misselijkheid of oorsuizingen krijgen."
224,oorsuizingen,C0040264,115,127,"Door langdurige blootstelling aan deze zware hoortoestellen kunnen doven duizeligheid, hoofdpijn, misselijkheid of oorsuizingen krijgen."
225,zelfdoding,C0038661,61,71,Op verzoek van hun patiënten werkten artsen soms wél mee aan zelfdoding door hen gif toe te dienen of hun aderen te openen.
226,gif,C0032346,81,84,Op verzoek van hun patiënten werkten artsen soms wél mee aan zelfdoding door hen gif toe te dienen of hun aderen te openen.
227,ischemische hartklachten,C0151744,110,134,"In Nederland zijn in 2012 naar schatting 39.000 mensen overleden aan hart- en vaatziekten, van wie 10.000 aan ischemische hartklachten."
228,reflux,C0018834,173,179,"Soms zijn de klachten moeilijk te herkennen, doordat geen sprake is van pijn op de borst, maar van benauwdheid, een licht gevoel in het hoofd, vermoeidheid, kortademigheid, reflux of ernstige slaapproblemen."
229,diabetes mellitus,C0011849,103,120,"Een dergelijke atypisch klachtenpatroon komt vaker voor bij vrouwen, oudere patiënten en patiënten met diabetes mellitus."
230,bypassoperatie,C0010055,50,64,"Zelden wordt tijdens een hartaanval met spoed een bypassoperatie uitgevoerd, namelijk als de doorbloeding van het afgesloten kransvat niet door middel van een dotterbehandeling hersteld kan worden."
231,papillairspier,C0030352,5,19,Zo'n papillairspierruptuur treedt meestal op binnen twee tot zes dagen na de hartaanval.
232,harttamponnade,C0007177,149,163,"Naast pijnklachten en koorts kan dit ook leiden tot vocht in het hartzakje, waardoor de pompfunctie van het hart belemmerd wordt en zelden zelfs een harttamponnade kan optreden."
233,weekdieren,C0026391,24,34,Zo beschikt geen van de weekdieren die een hart hebben erover.
234,rechterboezem,C0018792,3,16,De rechterboezem en rechterhartkamer pompen daarbij zuurstofarm bloed naar de longen en kunnen daardoor geen zuurstof opnemen uit het bloed voor de eigen hartspier.
235,rechterhartkamer,C0018827,20,36,De rechterboezem en rechterhartkamer pompen daarbij zuurstofarm bloed naar de longen en kunnen daardoor geen zuurstof opnemen uit het bloed voor de eigen hartspier.
236,AV-knoop,C0004247,34,42,"Anatomisch zou de slagader die de AV-knoop van bloed voorziet de dominante zijn, meestal is dit de rechter."
237,diastole,C0012000,99,107,"De doorbloeding van de hartspier moet dus plaatsvinden tijdens de ontspanning van de hartspier, de diastole, wanneer de vaten in de hartspier open zijn en geen hoge druk te verduren hebben."
238,Ischemie,C0022116,0,8,Ischemie is het tekortschieten van de bloedstroom naar de hartspier.
239,angina pectoris,C0002962,7,22,Dit is angina pectoris.
240,hartinfarct,C0027051,26,37,Bij een myocardinfarct of hartinfarct sterven er hartspiercellen af.
241,noradrenaline,C0028351,45,58,De meeste bloedvaten vernauwen in reactie op noradrenaline.
242,extrasystole,C0340464,173,185,"De klinische betekenis van een ritmestoornis kan uiteenlopen van volkomen onschuldig (bijvoorbeeld het af en toe 'overslaan' van een hartslag, wat ieder mens weleens heeft, extrasystole genoemd) tot het binnen enkele minuten overlijden (bijvoorbeeld bij ventrikelfibrilleren, waarbij de pompwerking van het hart door de stoornis geheel is opgeheven)."
243,ventrikelfibrilleren,C0042510,254,274,"De klinische betekenis van een ritmestoornis kan uiteenlopen van volkomen onschuldig (bijvoorbeeld het af en toe 'overslaan' van een hartslag, wat ieder mens weleens heeft, extrasystole genoemd) tot het binnen enkele minuten overlijden (bijvoorbeeld bij ventrikelfibrilleren, waarbij de pompwerking van het hart door de stoornis geheel is opgeheven)."
244,hart,C0018787,12,16,Wanneer het hart te snel slaat (> 100 slagen per minuut) spreekt men van tachycardie.
245,tachycardie,C0039231,73,84,Wanneer het hart te snel slaat (> 100 slagen per minuut) spreekt men van tachycardie.
246,bradycardie,C0428977,67,78,Wanneer het minder dan 60 slagen per minuut slaat is er sprake van bradycardie.
247,atrioventriculaire knoop,C0004247,10,34,Dit is de atrioventriculaire knoop (AV-knoop).
248,elektrofysiologisch,C0013865,123,142,"Soms moet, om met zekerheid bepaalde aandoeningen te kunnen onderscheiden, van binnenuit het hart een ecg worden afgeleid (elektrofysiologisch onderzoek), waarvoor de patiënt kortdurend moet worden opgenomen."
249,adenosine,C0001443,40,49,Door intraveneus gespoten medicamenten (adenosine) of door elektrische cardioversie is dit meestal goed te verhelpen.
250,hartinfarct,C0027051,48,59,Bij volledige afsluiting van een vat treedt een hartinfarct ('hartaanval') op.
251,nitroglycerine,C0017887,101,115,Angina pectoris kan worden bestreden door de bloedvaten medicamenteus te verwijden (na toedienen van nitroglycerine verdwijnt de kenmerkende pijn van angina pectoris) of door de inspanning terug te brengen.
252,bloeddruk,C0005823,24,33,Ook het verlagen van de bloeddruk leidt ertoe dat het hart minder arbeid hoeft te leveren en vermindert zo de angineuze klachten.
253,rookt,C0453996,73,78,"De kans op het ontwikkelen van angina pectoris wordt vergroot als iemand rookt, te dik is, of een te hoge bloeddruk heeft."
254,hoge bloeddruk,C0497247,101,115,"De kans op het ontwikkelen van angina pectoris wordt vergroot als iemand rookt, te dik is, of een te hoge bloeddruk heeft."
255,ritmestoornissen,C0340464,89,105,"Uit een ecg is veel informatie te krijgen over de werking van de hartspier, met name bij ritmestoornissen."
256,AV-knoop,C0004247,58,66,Hierna wordt de depolarisatie een poosje opgehouden in de AV-knoop; deze is te klein om op het ecg direct waarneembaar te zijn.
257,ventrikels,C0018827,112,122,Na ongeveer een tiende seconde gaat de depolarisatie verder in het tussenschot (septum) tussen de hartkamers of ventrikels.
258,hartritmestoornis,C0340464,99,116,De PQ-tijd wordt gemeten vanaf het begin van de P-top tot het begin van het QRS-complex en kan bij hartritmestoornissen en problemen in de AV-knoop veranderd zijn.
259,ischemie,C0022116,156,164,"Bij het ST-segment is juist niet de duur, maar vooral de spanning van belang: is het ST-segment lager gelegen dan de basislijn, dan kan er sprake zijn van 'ischemie': zuurstoftekort van de hartspier; gaat het juist omhoog, dan kan een hartinfarct gaande zijn."
260,hartinfarct,C0027051,235,246,"Bij het ST-segment is juist niet de duur, maar vooral de spanning van belang: is het ST-segment lager gelegen dan de basislijn, dan kan er sprake zijn van 'ischemie': zuurstoftekort van de hartspier; gaat het juist omhoog, dan kan een hartinfarct gaande zijn."
261,glucosurie,C0017979,35,45,"Continue hyperglykemie veroorzaakt glucosurie (suikerverlies via de urine), polyurie (veel urineren) en polydipsie (veel drinken)."
262,polyurie,C0032617,76,84,"Continue hyperglykemie veroorzaakt glucosurie (suikerverlies via de urine), polyurie (veel urineren) en polydipsie (veel drinken)."
263,polydipsie,C0085602,104,114,"Continue hyperglykemie veroorzaakt glucosurie (suikerverlies via de urine), polyurie (veel urineren) en polydipsie (veel drinken)."
264,coma,C0860634,57,61,"Langdurige hyperglykemie kan uiteindelijk leiden tot een coma, als een juiste diagnose en behandeling uitblijven."
265,roken,C0453996,4,9,"Ook roken vergroot het risico op het ontwikkelen van diabetes type 2, de kans is 30 tot 40% hoger."
266,hart- en vaatziekten,C0007222,56,76,Diabetes mellitus is de belangrijkste risicofactor voor hart- en vaatziekten.
267,ontsteken,C0021368,41,50,"Dergelijke wondjes gaan bovendien eerder ontsteken, en de genezing gaat slechter door de verstoorde bloedtoevoer."
268,obesitas,C0028754,42,50,"Bij matig overgewicht en zelfs bij matige obesitas, zal de insulino-trope - de afgifte van insuline uit de β-cellen bevorderende - werking, als reactie op een gestegen bloedsuikerspiegel, nog de doorslag geven."
269,roken,C0453996,87,92,"Het is bij mensen met diabetes van nog meer belang dan bij andere groepen dat zij niet roken, een normaal gewicht handhaven, aan lichaamsbeweging doen en een eventuele hoge bloeddruk en hoog cholesterol laten behandelen."
270,hoge bloeddruk,C0497247,168,182,"Het is bij mensen met diabetes van nog meer belang dan bij andere groepen dat zij niet roken, een normaal gewicht handhaven, aan lichaamsbeweging doen en een eventuele hoge bloeddruk en hoog cholesterol laten behandelen."
271,hoog cholesterol,C0595929,186,202,"Het is bij mensen met diabetes van nog meer belang dan bij andere groepen dat zij niet roken, een normaal gewicht handhaven, aan lichaamsbeweging doen en een eventuele hoge bloeddruk en hoog cholesterol laten behandelen."
272,glycogeen,C0017911,131,140,"Het precieze werkingsmechanisme is nooit geheel opgehelderd, maar er wordt aangenomen dat metformine de aanmaak van glucose vanuit glycogeen in de lever vermindert, en de gevoeligheid voor insuline in de spieren verbetert."
