id,mention,cui,start_index,end_index,sentence
217,kraakbeen,C0007301,81,90,"Dit is een zeer zeldzame ziekte, ongeveer 55 patiënten in Nederland, waarbij het kraakbeen op verschillende plekken in het lichaam, dus ook het oor, een ontstekingsreactie aangaat."
219,tinnitus,C0040264,95,103,"Bij gehoorschade wordt meestal gedacht aan minder of slechter horen, maar ook de bekende piep (tinnitus) in de oren als gevolg van het luisteren naar luide muziek is een teken van gehoorschade."
220,oorsuizen of -fluiten,C0040264,33,54,"Ook kan door hoge geluidsniveaus oorsuizen of -fluiten (tinnitus) ontstaan, de zogenaamde piepstress, die zeer hinderlijk is en niet zelden leidt tot psychische klachten."
221,duizeligheid,C0012833,73,85,"Door langdurige blootstelling aan deze zware hoortoestellen kunnen doven duizeligheid, hoofdpijn, misselijkheid of oorsuizingen krijgen."
222,hoofdpijn,C0018681,87,96,"Door langdurige blootstelling aan deze zware hoortoestellen kunnen doven duizeligheid, hoofdpijn, misselijkheid of oorsuizingen krijgen."
223,misselijkheid,C0027497,98,111,"Door langdurige blootstelling aan deze zware hoortoestellen kunnen doven duizeligheid, hoofdpijn, misselijkheid of oorsuizingen krijgen."
224,oorsuizingen,C0040264,115,127,"Door langdurige blootstelling aan deze zware hoortoestellen kunnen doven duizeligheid, hoofdpijn, misselijkheid of oorsuizingen krijgen."
226,gif,C0032346,81,84,Op verzoek van hun patiënten werkten artsen soms wél mee aan zelfdoding door hen gif toe te dienen of hun aderen te openen.
227,ischemische hartklachten,C0151744,110,134,"In Nederland zijn in 2012 naar schatting 39.000 mensen overleden aan hart- en vaatziekten, van wie 10.000 aan ischemische hartklachten."
228,reflux,C0018834,173,179,"Soms zijn de klachten moeilijk te herkennen, doordat geen sprake is van pijn op de borst, maar van benauwdheid, een licht gevoel in het hoofd, vermoeidheid, kortademigheid, reflux of ernstige slaapproblemen."
229,diabetes mellitus,C0011849,103,120,"Een dergelijke atypisch klachtenpatroon komt vaker voor bij vrouwen, oudere patiënten en patiënten met diabetes mellitus."
230,bypassoperatie,C0010055,50,64,"Zelden wordt tijdens een hartaanval met spoed een bypassoperatie uitgevoerd, namelijk als de doorbloeding van het afgesloten kransvat niet door middel van een dotterbehandeling hersteld kan worden."
231,papillairspier,C0030352,5,19,Zo'n papillairspierruptuur treedt meestal op binnen twee tot zes dagen na de hartaanval.
232,harttamponnade,C0007177,149,163,"Naast pijnklachten en koorts kan dit ook leiden tot vocht in het hartzakje, waardoor de pompfunctie van het hart belemmerd wordt en zelden zelfs een harttamponnade kan optreden."
233,weekdieren,C0026391,24,34,Zo beschikt geen van de weekdieren die een hart hebben erover.
234,rechterboezem,C0018792,3,16,De rechterboezem en rechterhartkamer pompen daarbij zuurstofarm bloed naar de longen en kunnen daardoor geen zuurstof opnemen uit het bloed voor de eigen hartspier.
235,rechterhartkamer,C0018827,20,36,De rechterboezem en rechterhartkamer pompen daarbij zuurstofarm bloed naar de longen en kunnen daardoor geen zuurstof opnemen uit het bloed voor de eigen hartspier.
236,AV-knoop,C0004247,34,42,"Anatomisch zou de slagader die de AV-knoop van bloed voorziet de dominante zijn, meestal is dit de rechter."
237,diastole,C0012000,99,107,"De doorbloeding van de hartspier moet dus plaatsvinden tijdens de ontspanning van de hartspier, de diastole, wanneer de vaten in de hartspier open zijn en geen hoge druk te verduren hebben."
238,Ischemie,C0022116,0,8,Ischemie is het tekortschieten van de bloedstroom naar de hartspier.
239,angina pectoris,C0002962,7,22,Dit is angina pectoris.
240,hartinfarct,C0027051,26,37,Bij een myocardinfarct of hartinfarct sterven er hartspiercellen af.
241,noradrenaline,C0028351,45,58,De meeste bloedvaten vernauwen in reactie op noradrenaline.
242,extrasystole,C0340464,173,185,"De klinische betekenis van een ritmestoornis kan uiteenlopen van volkomen onschuldig (bijvoorbeeld het af en toe 'overslaan' van een hartslag, wat ieder mens weleens heeft, extrasystole genoemd) tot het binnen enkele minuten overlijden (bijvoorbeeld bij ventrikelfibrilleren, waarbij de pompwerking van het hart door de stoornis geheel is opgeheven)."
243,ventrikelfibrilleren,C0042510,254,274,"De klinische betekenis van een ritmestoornis kan uiteenlopen van volkomen onschuldig (bijvoorbeeld het af en toe 'overslaan' van een hartslag, wat ieder mens weleens heeft, extrasystole genoemd) tot het binnen enkele minuten overlijden (bijvoorbeeld bij ventrikelfibrilleren, waarbij de pompwerking van het hart door de stoornis geheel is opgeheven)."
244,hart,C0018787,12,16,Wanneer het hart te snel slaat (> 100 slagen per minuut) spreekt men van tachycardie.
245,tachycardie,C0039231,73,84,Wanneer het hart te snel slaat (> 100 slagen per minuut) spreekt men van tachycardie.
246,bradycardie,C0428977,67,78,Wanneer het minder dan 60 slagen per minuut slaat is er sprake van bradycardie.
247,atrioventriculaire knoop,C0004247,10,34,Dit is de atrioventriculaire knoop (AV-knoop).
248,elektrofysiologisch,C0013865,123,142,"Soms moet, om met zekerheid bepaalde aandoeningen te kunnen onderscheiden, van binnenuit het hart een ecg worden afgeleid (elektrofysiologisch onderzoek), waarvoor de patiënt kortdurend moet worden opgenomen."
249,adenosine,C0001443,40,49,Door intraveneus gespoten medicamenten (adenosine) of door elektrische cardioversie is dit meestal goed te verhelpen.
251,nitroglycerine,C0017887,101,115,Angina pectoris kan worden bestreden door de bloedvaten medicamenteus te verwijden (na toedienen van nitroglycerine verdwijnt de kenmerkende pijn van angina pectoris) of door de inspanning terug te brengen.
252,bloeddruk,C0005823,24,33,Ook het verlagen van de bloeddruk leidt ertoe dat het hart minder arbeid hoeft te leveren en vermindert zo de angineuze klachten.
253,rookt,C0453996,73,78,"De kans op het ontwikkelen van angina pectoris wordt vergroot als iemand rookt, te dik is, of een te hoge bloeddruk heeft."
254,hoge bloeddruk,C0497247,101,115,"De kans op het ontwikkelen van angina pectoris wordt vergroot als iemand rookt, te dik is, of een te hoge bloeddruk heeft."
255,ritmestoornissen,C0340464,89,105,"Uit een ecg is veel informatie te krijgen over de werking van de hartspier, met name bij ritmestoornissen."
257,ventrikels,C0018827,112,122,Na ongeveer een tiende seconde gaat de depolarisatie verder in het tussenschot (septum) tussen de hartkamers of ventrikels.
258,hartritmestoornis,C0340464,99,116,De PQ-tijd wordt gemeten vanaf het begin van de P-top tot het begin van het QRS-complex en kan bij hartritmestoornissen en problemen in de AV-knoop veranderd zijn.
259,ischemie,C0022116,156,164,"Bij het ST-segment is juist niet de duur, maar vooral de spanning van belang: is het ST-segment lager gelegen dan de basislijn, dan kan er sprake zijn van 'ischemie': zuurstoftekort van de hartspier; gaat het juist omhoog, dan kan een hartinfarct gaande zijn."
261,glucosurie,C0017979,35,45,"Continue hyperglykemie veroorzaakt glucosurie (suikerverlies via de urine), polyurie (veel urineren) en polydipsie (veel drinken)."
262,polyurie,C0032617,76,84,"Continue hyperglykemie veroorzaakt glucosurie (suikerverlies via de urine), polyurie (veel urineren) en polydipsie (veel drinken)."
263,polydipsie,C0085602,104,114,"Continue hyperglykemie veroorzaakt glucosurie (suikerverlies via de urine), polyurie (veel urineren) en polydipsie (veel drinken)."
264,coma,C0860634,57,61,"Langdurige hyperglykemie kan uiteindelijk leiden tot een coma, als een juiste diagnose en behandeling uitblijven."
266,hart- en vaatziekten,C0007222,56,76,Diabetes mellitus is de belangrijkste risicofactor voor hart- en vaatziekten.
267,ontsteken,C0021368,41,50,"Dergelijke wondjes gaan bovendien eerder ontsteken, en de genezing gaat slechter door de verstoorde bloedtoevoer."
271,hoog cholesterol,C0595929,186,202,"Het is bij mensen met diabetes van nog meer belang dan bij andere groepen dat zij niet roken, een normaal gewicht handhaven, aan lichaamsbeweging doen en een eventuele hoge bloeddruk en hoog cholesterol laten behandelen."
272,glycogeen,C0017911,131,140,"Het precieze werkingsmechanisme is nooit geheel opgehelderd, maar er wordt aangenomen dat metformine de aanmaak van glucose vanuit glycogeen in de lever vermindert, en de gevoeligheid voor insuline in de spieren verbetert."
273,alvleesklier,C0030274,45,57,Deze medicijnen stimuleren de β-cellen in de alvleesklier tot het aanmaken van meer insuline.
274,dunne darm,C0021852,47,57,"Daarnaast remt het de maaglediging richting de dunne darm, en onderdrukt het de glucose-aanmaak, vanuit glycogeen, in de lever."
276,hypoglykemie,C0271710,47,59,"Diabetici dienen zich zowel te hoeden voor een hypoglykemie (te lage bloedglucosespiegel), hetgeen verholpen kan worden door koolhydraten te eten, als voor hyperglykemie (te hoge bloedglucosespiegel), in welk geval koolhydraten vermeden dienen te worden en, indien mogelijk, insuline bijgespoten moet worden."
277,hyperglykemie,C0020456,156,169,"Diabetici dienen zich zowel te hoeden voor een hypoglykemie (te lage bloedglucosespiegel), hetgeen verholpen kan worden door koolhydraten te eten, als voor hyperglykemie (te hoge bloedglucosespiegel), in welk geval koolhydraten vermeden dienen te worden en, indien mogelijk, insuline bijgespoten moet worden."
278,biomaterialen,C0005558,106,119,"Het diabetescentrum 'Diabeter' werkt samen het Universitair Medisch Centrum Groningen, om zoveel mogelijk biomaterialen van mensen met diabetes te verzamelen."
279,diabetes insipidus,C0011848,15,33,"Een daarvan is diabetes insipidus (= smakeloos), waarbij de hormonale regulatie van de terugresorptie van water in de nieren verstoord is."
280,lithium,C0023870,68,75,"Dit kan optreden bij psychofarmaca, met als belangrijkste voorbeeld lithium."
286,builenpest,C0282312,25,35,"Zo zijn de symptomen van builenpest hoge koorts met bobbels in de oksels, liezen en hals, die na verloop van korte tijd openbarsten en waarbij de patiënt meestal binnen enkele dagen tot weken overlijdt."
287,behandeling,C0087111,60,71,Een juiste diagnose is essentieel voor een adequaat medisch behandelingstraject.
288,homoseksualiteit,C0019899,9,25,"Zo wordt homoseksualiteit tegenwoordig in het Westen veelal niet als ziekte beschouwd, maar vroeger wel, en in sommige landen nog steeds."
289,pokken,C0037354,79,85,Zo is in de afgelopen drieduizend jaar één op de tien mensen gestorven aan het pokkenvirus.
290,endemisch,C0277550,15,24,Ziekten werden endemisch en troffen vooral jonge kinderen.
291,Tuberculose,C0041296,0,11,Tuberculose werd zo rond 1820 een wereldwijd probleem.
292,etniciteit,C0027473,143,153,"Men was onderdaan van een vorst, die door huwelijk, erfenis, oorlog of anderszins landsdelen verkreeg of verloor, zonder dat dit het besef van etniciteit of nationaliteit van de bewoners van de betreffende gebieden direct veranderde of zelfs maar beïnvloedde."
293,bloedstolling,C0005778,79,92,In het speeksel van een teek zit zowel een verdovende stof als een stof die de bloedstolling tegengaat.
294,tekenkoorts,C0004576,55,66,Enkele in de laatste jaren geconstateerde gevallen van tekenkoorts (babesiose) bij honden kunnen namelijk niet gemakkelijk door directe import uit het buitenland verklaard worden.
295,DEET,C0011134,108,112,"Om een tekenbeet te voorkomen kan de mens zijn kleding met een insectenwerend middel inspuiten, dat meestal DEET bevat."
296,nervus phrenicus,C0031774,3,19,De nervus phrenicus is de zenuw die het middenrif doet samentrekken.
297,hik,C0019521,3,6,De hik is een periodieke onwillekeurige contractie van het middenrif.
300,ademhalingsmoeilijkheden,C1145670,28,52,Deze ingreep kan leiden tot ademhalingsmoeilijkheden.
301,neurale buis,C0231024,53,65,(A) De eerste ontwikkelingsfase is de vorming van de neurale buis.
302,lens,C0023317,106,110,"(Cii) De lensplacode stulpt vervolgens in, voordat deze zich afsplitst van het oppervlakte-ectoderm om de lens te worden."
303,fovea centralis,C0016622,50,65,In het midden van de macula lutea bevindt zich de fovea centralis.
304,hoornvlies,C0010031,56,66,"Hierin is een helder gedeelte opgenomen, de cornea (het hoornvlies)."
305,bindvlies,C0009758,72,81,De cornea is aan de buitenkant met cornea-epitheel en de sclera met het bindvlies of conjunctiva dat ook overgaat in de bekleding van de binnenkant van de oogleden - hierdoor kan een contactlens niet achter het oog terechtkomen.
306,contactlens,C0009836,183,194,De cornea is aan de buitenkant met cornea-epitheel en de sclera met het bindvlies of conjunctiva dat ook overgaat in de bekleding van de binnenkant van de oogleden - hierdoor kan een contactlens niet achter het oog terechtkomen.
307,iris,C0022077,33,37,"Achter de cornea bevindt zich de iris (het regenboogvlies) die de scheiding vormt tussen de voorste en de achterste oogkamer, die met dun waterig vocht zijn gevuld."
309,huid,C1123023,47,51,"De oogleden zijn aan de buitenkant bekleed met huid, aan de binnenkant met bindvlies; in het bovenooglid bevindt zich een beschermend stukje stevige bindweefselplaat, de tarsale plaat."
310,gele vlek,C0450295,62,71,"De plaats waar de concentratie cellen het grootst is, heet de gele vlek."
311,staafje,C0206427,38,45,"Bepaalde zintuigcellen, naar hun vorm staafjes genoemd, zijn gevoelig voor alle kleuren zichtbaar licht."
312,vergiftiging,C0728899,118,130,"Hierbij kunnen lichaamsweefsels en/of -vloeistoffen worden afgenomen voor toxicologisch onderzoek, om zo bijvoorbeeld vergiftiging vast te stellen."
313,veteraan,C0042610,23,31,Calvin Judkins was een veteraan van de Tweede Wereldoorlog.
314,prostitutie,C0033595,77,88,"Hij had een drankprobleem, sloeg zijn vrouw en zou haar gedwongen hebben tot prostitutie."
315,racisme,C0205905,64,71,"In het nummer ""I Wanna Talk to You"" zingt hij bijvoorbeeld over racisme, een onderwerp waarover bij Motown niet of nauwelijks werd gezongen."
317,aids,C0001175,158,162,"Hij zamelt geld in voor verstandelijk gehandicapte en blinde kinderen via zijn Wonder Foundation, en zette zich in voor de bewustwording van (de gevaren van) aids."
318,niertransplantatie,C0022671,39,57,In september 2019 onderging Wonder een niertransplantatie.
319,orgaansystemen,C0460002,77,91,Veel huidziekten hebben niet alleen betrekking op de huid maar ook op andere orgaansystemen.
320,haarwortel,C0423866,32,42,"Een ontstekingsproces rondom de haarwortel belemmert de haarwortels in hun functie, waardoor hieruit enkel nog misvormde, gemakkelijk afbrekende en uiteindelijk helemaal geen haren meer groeien."
321,wenkbrauw,C0015420,36,45,"Indien het haar op de hoofdhuid, de wenkbrauwen, de wimpers en het baardhaar geheel is uitgevallen, spreekt men van alopecia totalis."
322,baardhaar,C0221982,67,76,"Indien het haar op de hoofdhuid, de wenkbrauwen, de wimpers en het baardhaar geheel is uitgevallen, spreekt men van alopecia totalis."
323,blaren,C1579830,27,33,"Hoewel de plekken soms met blaren worden verward, is er een duidelijk verschil: er is geen sprake van met vrij vocht gevulde blazen."
324,angio-oedeem,C0002994,10,22,Dit wordt angio-oedeem genoemd.
325,histamine,C0019588,24,33,Bij het ontstaan speelt histamine een belangrijke rol.
326,mestcel,C0024880,107,114,"Dergelijke (boodschapper)stoffen liggen net als histamine klaar in bepaalde ""opslagplaatsen"" (granules) in mestcellen waaruit ze, onder invloed van prikkels kunnen worden vrijgemaakt."
327,dyspeptische klachten,C0013395,50,71,"Echte kaneel (Cinnamomum verum) wordt ingezet bij dyspeptische klachten zoals darmkrampen, een opgeblazen gevoel, eetlustverlies en diarree."
